fips,name,state,bryant17_county,main_source_of_generation_2016,electricity_demand_twh_2016,n_powerplants_2016,solar_generation_mwh_2016,solar_generation_mwh_2018
37057,Davidson County,NC,0,NUCLEAR,1,8,10673,20225
37059,Davie County,NC,0,NUCLEAR,2,10,10607,19840
37061,Duplin County,NC,0,NUCLEAR,0,9,11159,19301
37063,Durham County,NC,0,NUCLEAR,2,8,11772,20999
37065,Edgecombe County,NC,0,NUCLEAR,1,7,9830,18607
37067,Forsyth County,NC,0,NUCLEAR,1,7,11648,20529
37069,Franklin County,NC,0,NUCLEAR,1,5,11187,20925
37071,Gaston County,NC,0,NUCLEAR,3,7,10816,20002
37073,Gates County,NC,0,NUCLEAR,2,8,11015,19987
37075,Graham County,NC,0,NUCLEAR,1,9,11034,20665
37077,Granville County,NC,0,NUCLEAR,3,9,11234,20109
37079,Greene County,NC,0,NUCLEAR,1,8,11065,20031
37081,Guilford County,NC,0,NUCLEAR,2,8,11206,20226
37083,Halifax County,NC,0,NUCLEAR,1,8,10585,20240
37085,Harnett County,NC,0,NUCLEAR,1,9,11487,20960
37087,Haywood County,NC,0,NUCLEAR,1,8,11484,20952
37089,Henderson County,NC,0,NUCLEAR,1,7,11839,21497
37091,Hertford County,NC,0,NUCLEAR,2,7,11229,19683
37093,Hoke County,NC,0,NUCLEAR,2,8,11151,20402
37095,Hyde County,NC,0,NUCLEAR,3,7,11649,21259
37097,Iredell County,NC,0,NUCLEAR,1,9,11353,20423
37099,Jackson County,NC,0,NUCLEAR,1,7,11267,20443
37101,Johnston County,NC,1,NUCLEAR,2,10,11008,19063
37103,Jones County,NC,1,NUCLEAR,1,9,11062,19739
37105,Lee County,NC,1,NUCLEAR,2,9,10918,19427
37107,Lenoir County,NC,1,NUCLEAR,2,10,10927,19724
37109,Lincoln County,NC,1,NUCLEAR,3,9,10631,19718.6
37111,McDowell County,NC,1,NUCLEAR,1,8,11507,20440
37113,Macon County,NC,1,NUCLEAR,2,10,10756,20200
37115,Madison County,NC,1,NUCLEAR,1,10,11180,20094
37117,Martin County,NC,1,NUCLEAR,4,9,10810,18369
37119,Mecklenburg County,NC,1,NUCLEAR,1,10,10461,18793
37121,Mitchell County,NC,1,NUCLEAR,2,10,11580,20103
37123,Montgomery County,NC,1,NUCLEAR,1,6,11184,19340
37125,Moore County,NC,1,NUCLEAR,4,8,10721,18867.199
37127,Nash County,NC,1,NUCLEAR,1,9,11549,20215
37129,New Hanover County,NC,1,NUCLEAR,1,8,10466,19421
37131,Northampton County,NC,1,NUCLEAR,1,10,10712,18991
37133,Onslow County,NC,1,NUCLEAR,3,10,11122,19743.199
37135,Orange County,NC,1,NUCLEAR,0,10,11279,19929
37137,Pamlico County,NC,1,NUCLEAR,3,12,10726,19272.4
37139,Pasquotank County,NC,1,NUCLEAR,1,10,10660,19722
37141,Pender County,NC,1,NUCLEAR,1,8,10713,20344
37143,Perquimans County,NC,1,NUCLEAR,2,10,10736,19248
37145,Person County,NC,1,NUCLEAR,2,10,10425,19612
37147,Pitt County,NC,1,NUCLEAR,2,10,10754,19142
37149,Polk County,NC,1,NUCLEAR,2,9,11795,20670
37151,Randolph County,NC,1,NUCLEAR,3,10,11447,20550.6
37153,Richmond County,NC,1,NUCLEAR,4,11,11024,18677.4
37155,Robeson County,NC,1,NUCLEAR,1,12,11362,19789
37157,Rockingham County,NC,1,NUCLEAR,1,9,10504,18626
37159,Rowan County,NC,1,NUCLEAR,2,8,11141,18964
37161,Rutherford County,NC,1,NUCLEAR,1,9,10645,19615
37163,Sampson County,NC,1,NUCLEAR,0,9,10914,20370
37165,Scotland County,NC,1,NUCLEAR,2,9,10302,19281
37167,Stanly County,NC,1,NUCLEAR,1,10,10757,19275
37169,Stokes County,NC,1,NUCLEAR,2,10,10740,19407
37171,Surry County,NC,1,NUCLEAR,3,10,11502,20913.801
37173,Swain County,NC,1,NUCLEAR,0,10,11546,20183.5
37175,Transylvania County,NC,1,NUCLEAR,2,9,10823,18861
37177,Tyrrell County,NC,1,NUCLEAR,0,11,11385,20584.5
37179,Union County,NC,1,NUCLEAR,1,8,11012,18923
37181,Vance County,NC,1,NUCLEAR,2,11,10157,19231
37183,Wake County,NC,1,NUCLEAR,2,9,10761,20580
37185,Warren County,NC,1,NUCLEAR,3,11,10950,18638.6
37187,Washington County,NC,1,NUCLEAR,1,11,11264,19369
37189,Watauga County,NC,1,NUCLEAR,1,9,11703,20518
37191,Wayne County,NC,1,NUCLEAR,2,9,10882,19446
37193,Wilkes County,NC,1,NUCLEAR,1,9,11444,19894
37195,Wilson County,NC,1,NUCLEAR,2,9,10223,17828
37197,Yadkin County,NC,1,NUCLEAR,1,12,10585,19241
37199,Yancey County,NC,1,NUCLEAR,1,11,10865,19193
38001,Adams County,ND,0,COAL,0,10,10659,19398
38003,Barnes County,ND,0,COAL,2,8,11935,20774
38005,Benson County,ND,0,COAL,0,7,10465,20541
38007,Billings County,ND,0,COAL,3,6,11490,21602
38009,Bottineau County,ND,0,COAL,1,8,10733,19658
38011,Bowman County,ND,0,COAL,0,8,10938,19412
38013,Burke County,ND,0,COAL,3,7,11266,19670
38015,Burleigh County,ND,0,COAL,3,8,11383,19871
38017,Cass County,ND,0,COAL,2,8,11212,20132
38019,Cavalier County,ND,0,COAL,0,9,11077,20149
38021,Dickey County,ND,0,COAL,2,7,10779,19637
38023,Divide County,ND,0,COAL,2,9,12336,22476
38025,Dunn County,ND,0,COAL,1,8,10585,18645
38027,Eddy County,ND,0,COAL,1,9,10905,20880
38029,Emmons County,ND,0,COAL,0,8,11337,19993
38031,Foster County,ND,0,COAL,3,7,9706,18498
38033,Golden Valley County,ND,0,COAL,1,8,11612,21199
38035,Grand Forks County,ND,0,COAL,1,8,10550,19750
38037,Grant County,ND,0,COAL,2,8,10885,20021
38039,Griggs County,ND,0,COAL,2,8,10716,20084
38041,Hettinger County,ND,0,COAL,0,8,11448,19940
38043,Kidder County,ND,0,COAL,2,6,10708,19347
38045,LaMoure County,ND,0,COAL,2,7,10223,18902
38047,Logan County,ND,0,COAL,1,9,11668,21207
38049,McHenry County,ND,0,COAL,1,7,10634,20218
38051,McIntosh County,ND,0,COAL,2,9,10498,19417
38053,McKenzie County,ND,0,COAL,2,9,10735,19954
38055,McLean County,ND,0,COAL,1,8,10728,20063
38057,Mercer County,ND,0,COAL,1,7,10568,19492
38059,Morton County,ND,0,COAL,3,9,10645,19626
38061,Mountrail County,ND,0,COAL,2,8,11165,20824
38063,Nelson County,ND,0,COAL,2,8,10435,19117
38065,Oliver County,ND,0,COAL,1,9,10915,19902
38067,Pembina County,ND,0,COAL,1,10,10750,19863
38069,Pierce County,ND,0,COAL,3,8,10890,20683
38071,Ramsey County,ND,0,COAL,1,7,11776,20980
38073,Ransom County,ND,0,COAL,0,7,11255,20137
38075,Renville County,ND,0,COAL,0,7,10728,19951
38077,Richland County,ND,0,COAL,1,8,11373,21328
38079,Rolette County,ND,0,COAL,1,8,11397,21170
38081,Sargent County,ND,0,COAL,0,7,10728,19465
38083,Sheridan County,ND,0,COAL,2,7,10415,19871
38085,Sioux County,ND,0,COAL,0,8,10307,19394
38087,Slope County,ND,0,COAL,2,7,10600,19214
38089,Stark County,ND,0,COAL,1,6,10550,19478
38091,Steele County,ND,0,COAL,2,8,11322,21090
38093,Stutsman County,ND,0,COAL,2,6,10704,20421
38095,Towner County,ND,0,COAL,1,8,10375,20313
38097,Traill County,ND,0,COAL,2,9,11489,21527
38099,Walsh County,ND,0,COAL,0,10,11781,20879
38101,Ward County,ND,1,COAL,1,10,11318,20730
38103,Wells County,ND,1,COAL,1,9,10951,19901
38105,Williams County,ND,1,COAL,2,10,10667,18912
39001,Adams County,OH,0,COAL,3,8,10973,19712
39003,Allen County,OH,0,COAL,3,7,11544,20721
39005,Ashland County,OH,0,COAL,0,7,10280,19836
39007,Ashtabula County,OH,0,COAL,2,7,10813,19818
39009,Athens County,OH,0,COAL,2,8,10632,19752
39011,Auglaize County,OH,0,COAL,2,8,11009,20259
39013,Belmont County,OH,0,COAL,0,8,11286,20186
39015,Brown County,OH,0,COAL,1,9,10733,19525
39017,Butler County,OH,0,COAL,4,7,11087,20517
39019,Carroll County,OH,0,COAL,2,8,11207,19757
39021,Champaign County,OH,0,COAL,2,7,9718,19222
39023,Clark County,OH,0,COAL,2,7,10521,19145
39025,Clermont County,OH,0,COAL,2,7,11371,19964
39027,Clinton County,OH,0,COAL,2,7,11474,20252
39029,Columbiana County,OH,0,COAL,2,6,10400,19084
39031,Coshocton County,OH,0,COAL,3,8,11325,20133
39033,Crawford County,OH,0,COAL,1,7,10973,20433
39035,Cuyahoga County,OH,0,COAL,2,7,11219,19551
39037,Darke County,OH,0,COAL,3,8,9565,18440
39039,Defiance County,OH,0,COAL,1,7,11472,20342
39041,Delaware County,OH,0,COAL,1,7,9358,18506
39043,Erie County,OH,0,COAL,1,7,11974,20707
39045,Fairfield County,OH,0,COAL,1,8,11207,20818
39047,Fayette County,OH,0,COAL,3,7,10215,19346
39049,Franklin County,OH,0,COAL,1,10,10735,20004
39051,Fulton County,OH,0,COAL,3,7,11096,20484
39053,Gallia County,OH,0,COAL,2,6,11069,20437
39055,Geauga County,OH,0,COAL,1,7,11333,20900
39057,Greene County,OH,0,COAL,2,9,10745,20784
39059,Guernsey County,OH,0,COAL,1,7,10231,19084
39061,Hamilton County,OH,0,COAL,2,8,11228,20551
39063,Hancock County,OH,0,COAL,3,7,10919,20314
39065,Hardin County,OH,0,COAL,0,7,10186,19183
39067,Harrison County,OH,0,COAL,1,7,10342,19856
39069,Henry County,OH,0,COAL,2,9,10205,19656
39071,Highland County,OH,0,COAL,2,8,11364,20556
39073,Hocking County,OH,0,COAL,1,8,10784,20426
39075,Holmes County,OH,0,COAL,2,7,11245,20728
39077,Huron County,OH,0,COAL,3,6,10886,19971
39079,Jackson County,OH,0,COAL,4,7,10903,20613
39081,Jefferson County,OH,0,COAL,1,9,10734,20527
39083,Knox County,OH,0,COAL,3,7,11369,20916
39085,Lake County,OH,0,COAL,3,7,10947,20919
39087,Lawrence County,OH,0,COAL,1,8,10455,20019
39089,Licking County,OH,0,COAL,1,8,12053,21013
39091,Logan County,OH,0,COAL,1,6,10667,20078
39093,Lorain County,OH,0,COAL,2,7,10400,19910
39095,Lucas County,OH,0,COAL,3,10,11802,21643
39097,Madison County,OH,0,COAL,1,7,10327,18823
39099,Mahoning County,OH,0,COAL,1,9,10086,18691
39101,Marion County,OH,1,COAL,3,10,10805,20036.801
39103,Medina County,OH,1,COAL,2,8,11749,20612
39105,Meigs County,OH,1,COAL,3,12,11353,20641
39107,Mercer County,OH,1,COAL,2,11,10429,18645
39109,Miami County,OH,1,COAL,4,10,10374,18917.199
39111,Monroe County,OH,1,COAL,1,9,10605,19775
39113,Montgomery County,OH,1,COAL,2,9,10492,19371
39115,Morgan County,OH,1,COAL,2,11,11407,20872
39117,Morrow County,OH,1,COAL,3,9,10641,19611
39119,Muskingum County,OH,1,COAL,2,10,11127,20344
39121,Noble County,OH,1,COAL,2,10,10452,18850
39123,Ottawa County,OH,1,COAL,0,10,11637,20985
39125,Paulding County,OH,1,COAL,2,10,10586,19134
39127,Perry County,OH,1,COAL,2,10,10435,18873
39129,Pickaway County,OH,1,COAL,2,9,10501,19375
39131,Pike County,OH,1,COAL,1,11,10566,18730
39133,Portage County,OH,1,COAL,0,10,11310,19393
39135,Preble County,OH,1,COAL,1,10,11723,19421
39137,Putnam County,OH,1,COAL,2,9,10546,19147
39139,Richland County,OH,1,COAL,2,10,10689,19126
39141,Ross County,OH,1,COAL,2,11,10741,19013
39143,Sandusky County,OH,1,COAL,1,11,10876,19850
39145,Scioto County,OH,1,COAL,1,9,10342,19839
39147,Seneca County,OH,1,COAL,1,9,11259,19206
39149,Shelby County,OH,1,COAL,3,9,10343,19401.199
39151,Stark County,OH,1,COAL,3,9,10241,19333.801
39153,Summit County,OH,1,COAL,2,10,11777,20588
39155,Trumbull County,OH,1,COAL,3,10,10948,18512.801
39157,Tuscarawas County,OH,1,COAL,2,10,10409,19020
39159,Union County,OH,1,COAL,2,8,11343,21192
39161,Van Wert County,OH,1,COAL,3,8,10957,20113.801
39163,Vinton County,OH,1,COAL,1,8,10940,18785
39165,Warren County,OH,1,COAL,0,9,10583,19446.5
39167,Washington County,OH,1,COAL,1,9,11028,18618
39169,Wayne County,OH,1,COAL,2,10,10854,20075
39171,Williams County,OH,1,COAL,1,11,10640,19189
39173,Wood County,OH,1,COAL,2,9,10880,19413
39175,Wyandot County,OH,1,COAL,0,11,10398,19384
40001,Adair County,OK,0,WIND,2,7,11071,20196
40003,Alfalfa County,OK,0,WIND,3,7,11203,20958
40005,Atoka County,OK,0,WIND,1,7,10491,20004
40007,Beaver County,OK,0,WIND,1,8,10909,19628
40009,Beckham County,OK,0,WIND,3,6,10950,20983
40011,Blaine County,OK,0,WIND,1,6,11028,21118
40013,Bryan County,OK,0,WIND,3,7,11064,19627
40015,Caddo County,OK,0,WIND,2,9,12100,20827
40017,Canadian County,OK,0,WIND,2,8,10738,20304
40019,Carter County,OK,0,WIND,5,7,10661,19716
40021,Cherokee County,OK,0,WIND,2,8,11569,20645
40023,Choctaw County,OK,0,WIND,2,8,11176,20471
40025,Cimarron County,OK,0,WIND,3,7,11940,21578
40027,Cleveland County,OK,0,WIND,2,6,10982,20700
40029,Coal County,OK,0,WIND,2,7,11098,19462
40031,Comanche County,OK,0,WIND,3,7,10255,19769
40033,Cotton County,OK,0,WIND,1,7,11350,19910
40035,Craig County,OK,0,WIND,4,9,11143,20624
40037,Creek County,OK,0,WIND,1,7,10827,19567
40039,Custer County,OK,0,WIND,1,8,11230,19223
40041,Delaware County,OK,0,WIND,2,8,10855,19995
40043,Dewey County,OK,0,WIND,2,7,10609,19248
40045,Ellis County,OK,0,WIND,2,6,11130,19791
40047,Garfield County,OK,0,WIND,2,8,11591,21368
40049,Garvin County,OK,0,WIND,2,8,10316,20071
40051,Grady County,OK,0,WIND,2,7,10678,19482
40053,Grant County,OK,0,WIND,2,7,10510,20240
40055,Greer County,OK,0,WIND,2,7,10563,19252
40057,Harmon County,OK,0,WIND,1,8,11185,19972
40059,Harper County,OK,0,WIND,2,8,10903,19368
40061,Haskell County,OK,0,WIND,3,8,11041,20098
40063,Hughes County,OK,0,WIND,1,7,10757,20718
40065,Jackson County,OK,0,WIND,2,8,10633,19647
40067,Jefferson County,OK,0,WIND,3,7,10945,19574
40069,Johnston County,OK,0,WIND,2,7,11026,20900
40071,Kay County,OK,0,WIND,2,9,10853,19457
40073,Kingfisher County,OK,0,WIND,0,8,11413,20949
40075,Kiowa County,OK,0,WIND,1,8,10641,20103
40077,Latimer County,OK,0,WIND,0,10,10307,19852
40079,Le Flore County,OK,0,WIND,2,6,11122,19139
40081,Lincoln County,OK,0,WIND,1,9,10292,20065
40083,Logan County,OK,0,WIND,2,7,11164,21033
40085,Love County,OK,0,WIND,1,9,10854,20115
40087,McClain County,OK,0,WIND,1,8,11823,21169
40089,McCurtain County,OK,0,WIND,1,8,11351,19846
40091,McIntosh County,OK,0,WIND,3,6,11445,20821
40093,Major County,OK,0,WIND,1,7,10970,20248
40095,Marshall County,OK,0,WIND,1,8,10659,19738
40097,Mayes County,OK,0,WIND,3,9,11451,20525
40099,Murray County,OK,0,WIND,0,8,11119,20150
40101,Muskogee County,OK,1,WIND,3,8,10930,22785.199
40103,Noble County,OK,1,WIND,1,9,10266,23625
40105,Nowata County,OK,1,WIND,4,8,11160,21248.199
40107,Okfuskee County,OK,1,WIND,3,8,10602,19923.4
40109,Oklahoma County,OK,1,WIND,1,8,10551,22018
40111,Okmulgee County,OK,1,WIND,0,8,10266,20884.5
40113,Osage County,OK,1,WIND,2,10,12679,24508
40115,Ottawa County,OK,1,WIND,3,10,11087,23216.801
40117,Pawnee County,OK,1,WIND,2,10,11980,22090
40119,Payne County,OK,1,WIND,1,9,11301,21943
40121,Pittsburg County,OK,1,WIND,2,9,11434,22932
40123,Pontotoc County,OK,1,WIND,1,11,11074,24019
40125,Pottawatomie County,OK,1,WIND,3,9,11156,22715.6
40127,Pushmataha County,OK,1,WIND,1,9,10500,23738
40129,Roger Mills County,OK,1,WIND,1,9,10581,20494
40131,Rogers County,OK,1,WIND,2,11,11264,23987
40133,Seminole County,OK,1,WIND,0,9,11459,22300
40135,Sequoyah County,OK,1,WIND,1,9,10816,25190
40137,Stephens County,OK,1,WIND,1,10,10693,24550
40139,Texas County,OK,1,WIND,2,9,10603,21177
40141,Tillman County,OK,1,WIND,1,9,9985,19059
40143,Tulsa County,OK,1,WIND,2,11,10388,24206
40145,Wagoner County,OK,1,WIND,1,8,10305,20021
40147,Washington County,OK,1,WIND,2,9,10423,22166
40149,Washita County,OK,1,WIND,2,11,10529,20653
40151,Woods County,OK,1,WIND,2,9,10740,24311
40153,Woodward County,OK,1,WIND,0,10,10528,21970.5
41001,Baker County,OR,1,HYDRO,3,7,11526,20510.4
41003,Benton County,OR,1,HYDRO,2,7,10432,20284
41005,Clackamas County,OR,1,HYDRO,2,7,10969,20089
41007,Clatsop County,OR,1,HYDRO,1,7,10376,18450
41009,Columbia County,OR,1,HYDRO,1,9,10959,19995
41011,Coos County,OR,1,HYDRO,0,7,10428,18830.5
41013,Crook County,OR,1,HYDRO,2,9,10485,19377
41015,Curry County,OR,1,HYDRO,2,7,11580,20363
41017,Deschutes County,OR,1,HYDRO,2,8,10407,19469
41019,Douglas County,OR,1,HYDRO,2,8,11086,21185
41021,Gilliam County,OR,1,HYDRO,3,7,10661,19435.6
41023,Grant County,OR,1,HYDRO,2,8,11356,20080
41025,Harney County,OR,1,HYDRO,1,8,11971,21847
41027,Hood River County,OR,1,HYDRO,0,7,11221,20347
41029,Jackson County,OR,1,HYDRO,2,7,10477,18810
41031,Jefferson County,OR,1,HYDRO,0,7,11211,20188.5
41033,Josephine County,OR,1,HYDRO,4,7,10186,19137
41035,Klamath County,OR,1,HYDRO,3,7,10635,20367
41037,Lake County,OR,1,HYDRO,2,9,11064,19994
41039,Lane County,OR,1,HYDRO,3,8,11326,21104.199
41041,Lincoln County,OR,1,HYDRO,2,6,10720,18852
41043,Linn County,OR,1,HYDRO,1,9,12062,20451
41045,Malheur County,OR,1,HYDRO,1,7,10841,20856
41047,Marion County,OR,1,HYDRO,3,8,10927,20530.6
41049,Morrow County,OR,1,HYDRO,3,8,11340,21280.4
41051,Multnomah County,OR,1,HYDRO,0,6,11156,20437
41053,Polk County,OR,1,HYDRO,2,9,10814,19684
41055,Sherman County,OR,1,HYDRO,3,8,11385,21251.801
41057,Tillamook County,OR,1,HYDRO,3,6,10709,20472
41059,Umatilla County,OR,1,HYDRO,1,9,11046,20394
41061,Union County,OR,1,HYDRO,3,8,11160,20351
41063,Wallowa County,OR,1,HYDRO,2,9,10365,19893
41065,Wasco County,OR,1,HYDRO,1,8,10089,19417
41067,Washington County,OR,1,HYDRO,3,9,10169,19227.801
41069,Wheeler County,OR,1,HYDRO,2,8,9876,18727
41071,Yamhill County,OR,1,HYDRO,2,11,10996,20902
42001,Adams County,PA,0,COAL,2,7,11265,20514
42003,Allegheny County,PA,0,COAL,2,7,11097,20010
42005,Armstrong County,PA,0,COAL,3,7,10787,21232
42007,Beaver County,PA,0,COAL,2,7,10549,19663
42009,Bedford County,PA,0,COAL,1,8,10506,18917
42011,Berks County,PA,0,COAL,2,7,11208,19858
42013,Blair County,PA,0,COAL,2,9,10514,19489
42015,Bradford County,PA,0,COAL,1,9,10105,19655
42017,Bucks County,PA,0,COAL,2,6,11500,20608
42019,Butler County,PA,0,COAL,3,7,11063,20237
42021,Cambria County,PA,0,COAL,3,7,10436,19540
42023,Cameron County,PA,0,COAL,3,9,10712,20559
42025,Carbon County,PA,0,COAL,1,7,10428,19487
42027,Centre County,PA,0,COAL,2,7,10899,20000
42029,Chester County,PA,0,COAL,2,7,11055,20624
42031,Clarion County,PA,0,COAL,4,7,11300,20232
42033,Clearfield County,PA,0,COAL,2,7,9984,19322
42035,Clinton County,PA,0,COAL,3,7,11240,20234
42037,Columbia County,PA,0,COAL,2,7,11054,19511
42039,Crawford County,PA,0,COAL,2,7,10322,17932
42041,Cumberland County,PA,0,COAL,2,10,10749,19653
42043,Dauphin County,PA,0,COAL,2,7,11269,20094
42045,Delaware County,PA,0,COAL,3,6,11023,20111
42047,Elk County,PA,0,COAL,4,7,11012,19514
42049,Erie County,PA,0,COAL,3,8,11449,21229
42051,Fayette County,PA,0,COAL,2,6,10781,20621
42053,Forest County,PA,0,COAL,1,10,10499,19734
42055,Franklin County,PA,0,COAL,0,10,10870,20617
42057,Fulton County,PA,0,COAL,0,8,10144,19598
42059,Greene County,PA,0,COAL,4,6,10970,21305
42061,Huntingdon County,PA,0,COAL,1,5,11114,20174
42063,Indiana County,PA,0,COAL,3,8,11373,20039
42065,Jefferson County,PA,0,COAL,4,7,10406,19515
42067,Juniata County,PA,0,COAL,2,8,10700,20090
42069,Lackawanna County,PA,0,COAL,1,6,11106,19653
42071,Lancaster County,PA,0,COAL,2,8,11089,20220
42073,Lawrence County,PA,0,COAL,1,7,11300,20505
42075,Lebanon County,PA,0,COAL,1,7,11264,20534
42077,Lehigh County,PA,0,COAL,0,7,11463,21377
42079,Luzerne County,PA,0,COAL,1,9,10835,19296
42081,Lycoming County,PA,0,COAL,1,8,10689,19833
42083,McKean County,PA,0,COAL,2,9,10973,19335
42085,Mercer County,PA,0,COAL,1,6,10675,19043
42087,Mifflin County,PA,0,COAL,3,8,10760,20085
42089,Monroe County,PA,0,COAL,2,9,10231,20096
42091,Montgomery County,PA,0,COAL,2,8,11895,20397
42093,Montour County,PA,0,COAL,1,7,11289,19402
42095,Northampton County,PA,0,COAL,2,7,10100,18275
42097,Northumberland County,PA,0,COAL,2,9,11590,20856
42099,Perry County,PA,0,COAL,3,7,10231,17944
42101,Philadelphia County,PA,1,COAL,3,9,10614,18276.801
42103,Pike County,PA,1,COAL,0,8,10635,19725.5
42105,Potter County,PA,1,COAL,1,11,10741,19577
42107,Schuylkill County,PA,1,COAL,0,10,11514,20535.5
42109,Snyder County,PA,1,COAL,2,11,10287,18900
42111,Somerset County,PA,1,COAL,4,11,10709,19648
42113,Sullivan County,PA,1,COAL,1,10,11222,20236
42115,Susquehanna County,PA,1,COAL,3,9,10959,18642
42117,Tioga County,PA,1,COAL,3,11,10640,19829.801
42119,Union County,PA,1,COAL,1,10,10864,20324
42121,Venango County,PA,1,COAL,1,10,10539,18471
42123,Warren County,PA,1,COAL,1,9,10867,19000
42125,Washington County,PA,1,COAL,1,9,10335,19660
42127,Wayne County,PA,1,COAL,2,7,10290,19327
42129,Westmoreland County,PA,1,COAL,0,9,11529,20028.5
42131,Wyoming County,PA,1,COAL,1,10,11114,19097
42133,York County,PA,1,COAL,1,12,10474,18391
44001,Bristol County,RI,0,COAL,2,6,10815,20626
44003,Kent County,RI,0,COAL,0,7,10893,19964
44005,Newport County,RI,0,COAL,2,8,11520,20771
44007,Providence County,RI,0,COAL,3,9,11227,19942
44009,Washington County,RI,0,COAL,2,7,10930,20282
45001,Abbeville County,SC,0,COAL,3,8,10513,19400
45003,Aiken County,SC,0,COAL,4,9,10463,19940
45005,Allendale County,SC,0,COAL,1,7,10711,19103
45007,Anderson County,SC,0,COAL,1,7,11010,20373
45009,Bamberg County,SC,0,COAL,0,7,11350,19244
45011,Barnwell County,SC,0,COAL,2,7,10927,20241
45013,Beaufort County,SC,0,COAL,2,9,11511,21337
45015,Berkeley County,SC,0,COAL,2,7,11032,20301
45017,Calhoun County,SC,0,COAL,0,6,11555,21016
45019,Charleston County,SC,0,COAL,1,8,10431,19694
45021,Cherokee County,SC,0,COAL,3,6,10098,20047
45023,Chester County,SC,0,COAL,2,8,10110,21344
45025,Chesterfield County,SC,0,COAL,1,7,12077,21094
45027,Clarendon County,SC,0,COAL,1,8,11419,20303
45029,Colleton County,SC,0,COAL,1,8,11568,20231
45031,Darlington County,SC,0,COAL,0,8,11317,20709
45033,Dillon County,SC,0,COAL,0,7,11827,20595
45035,Dorchester County,SC,0,COAL,2,8,10377,20317
45037,Edgefield County,SC,0,COAL,1,8,10867,19300
45039,Fairfield County,SC,0,COAL,2,8,10753,20025
45041,Florence County,SC,0,COAL,3,7,11089,19534
45043,Georgetown County,SC,0,COAL,2,9,10516,20954
45045,Greenville County,SC,0,COAL,1,7,10773,20331
45047,Greenwood County,SC,0,COAL,0,9,10706,20084
45049,Hampton County,SC,0,COAL,0,8,11372,20799
45051,Horry County,SC,0,COAL,1,7,9845,18374
45053,Jasper County,SC,0,COAL,1,8,11180,20008
45055,Kershaw County,SC,0,COAL,2,7,11835,20933
45057,Lancaster County,SC,0,COAL,0,7,11038,19952
45059,Laurens County,SC,0,COAL,2,8,11021,21441
45061,Lee County,SC,0,COAL,2,8,10043,19517
45063,Lexington County,SC,0,COAL,1,7,10183,19011
45065,McCormick County,SC,0,COAL,2,6,10982,21473
45067,Marion County,SC,0,COAL,2,6,11330,20753
45069,Marlboro County,SC,0,COAL,2,7,11276,20215
45071,Newberry County,SC,0,COAL,3,10,10965,20023
45073,Oconee County,SC,0,COAL,2,7,11250,20514
45075,Orangeburg County,SC,0,COAL,1,6,11283,21039
45077,Pickens County,SC,0,COAL,2,7,10441,18947
45079,Richland County,SC,0,COAL,1,7,10783,19389
45081,Saluda County,SC,0,COAL,4,7,10950,20075
45083,Spartanburg County,SC,0,COAL,2,7,9758,18647
45085,Sumter County,SC,0,COAL,3,9,11402,20715
45087,Union County,SC,0,COAL,1,8,10910,20756
45089,Williamsburg County,SC,0,COAL,1,7,10972,20149
45091,York County,SC,0,COAL,3,8,10080,19664
46003,Aurora County,SD,0,WIND,1,9,10616,19524
46005,Beadle County,SD,0,WIND,1,8,11322,20344
46007,Bennett County,SD,0,WIND,0,7,10456,19883
46009,Bon Homme County,SD,0,WIND,2,8,11246,20107
46011,Brookings County,SD,0,WIND,1,8,11970,21776
46013,Brown County,SD,0,WIND,1,8,11094,20492
46015,Brule County,SD,0,WIND,1,9,10835,19865
46017,Buffalo County,SD,0,WIND,3,7,9743,19803
46019,Butte County,SD,0,WIND,3,8,11208,19745
46021,Campbell County,SD,0,WIND,1,6,10141,19019
46023,Charles Mix County,SD,0,WIND,3,9,10445,19386
46025,Clark County,SD,0,WIND,3,7,11648,21158
46027,Clay County,SD,0,WIND,1,6,11612,20482
46029,Codington County,SD,0,WIND,2,8,9852,18891
46031,Corson County,SD,0,WIND,2,8,11391,20639
46033,Custer County,SD,0,WIND,2,7,10810,20046
46035,Davison County,SD,0,WIND,1,7,11431,21435
46037,Day County,SD,0,WIND,2,8,11215,20875
46039,Deuel County,SD,0,WIND,3,9,10950,20682
46041,Dewey County,SD,0,WIND,2,7,10632,19731
46043,Douglas County,SD,0,WIND,1,7,10290,21150
46045,Edmunds County,SD,0,WIND,0,8,11795,21107
46047,Fall River County,SD,0,WIND,4,9,10462,19263
46049,Faulk County,SD,0,WIND,1,8,10712,18995
46051,Grant County,SD,0,WIND,2,8,10601,20704
46053,Gregory County,SD,0,WIND,3,7,9981,19385
46055,Haakon County,SD,0,WIND,2,7,10004,19587
46057,Hamlin County,SD,0,WIND,2,8,10250,19969
46059,Hand County,SD,0,WIND,2,8,10047,19048
46061,Hanson County,SD,0,WIND,3,7,10690,20825
46063,Harding County,SD,0,WIND,2,9,10899,20060
46065,Hughes County,SD,0,WIND,2,9,10279,19769
46067,Hutchinson County,SD,0,WIND,0,7,11002,19846
46069,Hyde County,SD,0,WIND,1,7,11053,19607
46071,Jackson County,SD,0,WIND,4,7,11168,21366
46073,Jerauld County,SD,0,WIND,2,8,11269,20475
46075,Jones County,SD,0,WIND,1,7,11267,20035
